Name,Armor Class,Hit Points,Speed,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Skills,Damage Immunities,Damage Resistances,Damage Vulnerabilities,Condition Immunities,Senses,Languages,Challenge,attacks&moves,Hit Dice,Armor Note
Hook Horror,15,75,"30 ft., climb 30 ft.",18,10,15,6,12,7,,Perception +3,None,None,None,None,"lindsight 60 ft., darkvision 10 ft.",Hook Horror,3 (700 XP),"{'Echolocation': ""The hook horror can't use its blindsight while deafened."", 'Keen Hearing': 'The hook horror has advantage on Wisdom (Perception) checks that rely on hearing.', 'Multiattack': 'The hook horror makes two hook attacks.', 'Hook': 'Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) piercing damage.'}",10d10+20,natural armor
Hook Horror Spore Servant,15,75,"20 ft., climb 20 ft.",18,10,15,2,6,1,,,None,poison,None,"linded, charmed, frightened, paralyzed",lindsight 30 ft. (blind beyond this radius),-,3 (700 XP),"{'Multiattack': 'The spore servant makes two hyook attacks.', 'Hook': 'Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) piercing damage.\n\nSource:Out of the Abyss'}",10d10+10,natural armor
Horned Devil,18,178,"20 ft., fly 60 ft.",22,17,21,12,16,17,"Str +10, Dex +7, Wis +7, Cha +7",,"fire, poison","cold, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",None,poisoned,darkvision 120 ft.,"Infernal, telepathy 120 ft.","11 (7,200 XP)","{""Devil's Sight"": ""Magical darkness doesn't impede the devil's darkvision."", 'Magic Resistance': 'The devil has advantage on saving throws against spells and other magical effects.', 'Multiattack': 'The devil makes three melee attacks: two with its fork and one with its tail. It can use Hurl Flame in place of any melee attack.', 'Fork': 'Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 15 (2d8 + 6) piercing damage.', 'Tail': 'Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 10 (1d8 + 6) piercing damage. If the target is a creature other than an undead or a construct, it must succeed on a DC 17 Constitution saving throw or lose 10 (3d6) hit points at the start of each of its turns due to an infernal wound. Each time the devil hits the wounded target with this attack, the damage dealt by the wound increases by 10 (3d6). Any creature can take an action to stanch the wound with a successful DC 12 Wisdom (Medicine) check. The wound also closes if the target receives magical healing.', 'Hurl Flame': ""Ranged Spell Attack: +7 to hit, range 150 ft., one target. Hit: 14 (4d6) fire damage. If the target is a flammable object that isn't being worn or carried, it also catches fire.""}",17d10+85,natural armor
Howling Hatred Initiate,13,9,30 ft.,10,15,10,10,9,11,,"Deception +2, Religion +2, Stealth +4",None,None,None,None,,Common,1/8 (25 XP),"{'Guiding Wind (Recharges after a Short or Long Rest)': 'As a bonus action, the initiate gains advantage on the next ranged attack roll it makes before the end of its next turn.', 'Hold Breath': 'The initiate can hold its breath for 30 minutes.', 'Dagger': 'Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage.\n\nSource:Prince of the Apocalypse'}",2d8,leather
Howling Hatred Priest,15,45,30 ft.,12,16,10,14,10,14,,"Acrobatics +5, Intimidation +4, Religion +4",None,None,None,None,,"Auran, Common",2 (450 XP),"{'Hold Breath': 'The priest can hold its breath for 30 minutes.', 'Spellcasting': 'The priest is a 5th-level spellcaster. Its spellcasting ability is Charisma (spell save DC 12, +4 to hit with spell attacks). It knows the following sorcerer spells: \n\nCantrips (at will): blade ward, gust, light, prestidigitation, shocking grasp\n1st level (4 slots): featherfall, shield, witch bolt\n2nd level (3 slots): dust devil, gust of wind\n3rd level (2 slots): gaseous form', 'Multiattack': 'The priest makes two melee attacks or two ranged attacks.', 'Scimitar': 'Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.', 'Dagger': 'Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 5 (1d4 + 3) piercing damage.\n\nSource:Prince of the Apocalypse'}",10d8,studded leather
Hulking Crab,17,76,"20 ft., swim 30 ft.",19,8,16,3,11,3,,Stealth +2,None,None,None,None,lindsight 30 ft.,--,"5 (1,800 XP)","{'Amphibious': 'The crab can breathe air and water.', 'Shell Camouflage': ""While the crab remains motionless with it's eyestalks and pincers tucked close to it's body, it resembles a natural formation or a pile of detritus. A creature within 30 feet of it can discren its true nature with a successful DC 15 intelligence (Nature) check."", 'Multiattack': 'The aboleth makes three tentacle attacks.', 'Claw': ""Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 20 (3d10+4) bludgeoning damage, and the target is grappled (escape DC 15). The crab has two claws, each of which can grapple only one target\n\nSource:Storm King's Thunde""}",8d12+24,natural armor
Hunter Shark,12,45,swim 40 ft.,18,13,15,1,10,4,,Perception +2,None,None,None,None,darkvision 30 ft.,,2 (450 XP),"{'Blood Frenzy': ""The shark has advantage on melee attack rolls against any creature that doesn't have all its hit points."", 'Water Breathing': 'The shark can breathe only underwater.', 'Bite': 'Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.'}",6d10+12,natural armor
Hurricane,14,33,45 ft.,12,16,13,10,12,10,,Acrobatics +5,None,None,None,None,,"Auran, Common",2 (450 XP),"{'Spellcasting': 'The hurricane is a 3rd-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 11, +3 to hit with spell attacks). It knows the following sorcerer spells: \n\nCantrips (at will): blade ward, gust, light, prestidigitation\n1st level (4 slots): feather fall, jump, thunderwave\n2nd level (2 slots): gust of wind', 'Unarmored Defense': 'While the hurricane is wearing no armor and wielding no shield, its AC includes its Wisdom modifier.', 'Unarmored Movement': 'While the hurricane is wearing no armor and wielding no shield, its walking speed increases by 15 feet (included in its speed).', 'Multiattack': 'The hurricane makes two melee attacks.', 'Unarmed Strike': 'Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage.', 'Deflect Missiles': 'When the hurricane is hit by a ranged weapon attack, it reduces the damage from the attack by 1d10 + 9. If the damage is reduced to 0, the hurricane can catch the missile if it is small enough to hold in one hand and the hurricane has at least one hand free.\n\nSource:Prince of the Apocalypse'}",6d8+6,None
Hydra,15,172,"30 ft., swim 30 ft.",20,12,20,2,10,7,,Perception +6,None,None,None,None,darkvision 60 ft.,,"8 (3,900 XP)","{'Hold Breath': 'The hydra can hold its breath for 1 hour.', 'Multiple Heads': 'The hydra has five heads. While it has more than one head, the hydra has advantage on saving throws against being blinded, charmed, deafened, frightened, stunned, and knocked unconscious.\n\nWhenever the hydra takes 25 or more damage in a single turn, one of its heads dies. If all its heads die, the hydra dies.\n\nAt the end of its turn, it grows two heads for each of its heads that died since its last turn, unless it has taken fire damage since its last turn. The hydra regains 10 hit points for each head regrown in this way.', 'Reactive Heads': 'For each head the hydra has beyond one, it gets an extra reaction that can be used only for opportunity attacks.', 'Wakeful': 'While the hydra sleeps, at least one of its heads is awake.', 'Multiattack': 'The hydra makes as many bite attacks as it has heads.', 'Bite': 'Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 10 (1d10 + 5) piercing damage.'}",15d12+75,natural armor
Hyena,11,5,50 ft.,11,13,12,2,12,5,,Perception +3,None,None,None,None,,,0 (10 XP),"{'Pack Tactics': ""The hyena has advantage on an attack roll against a creature if at least one of the hyena's allies is within 5 ft. of the creature and the ally isn't incapacitated."", 'Bite': 'Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 3 (1d6) piercing damage.'}",1d8+1,None
Ice Devil,18,180,40 ft.,21,14,18,18,15,18,"Dex +7, Con +9, Wis +7, Cha +9",,"fire, poison","ludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",None,poisoned,"lindsight 60 ft., darkvision 120 ft.","Infernal, telepathy 120 ft.","14 (11,500 XP)","{""Devil's Sight"": ""Magical darkness doesn't impede the devil's darkvision."", 'Magic Resistance': 'The devil has advantage on saving throws against spells and other magical effects.', 'Multiattack': 'The devil makes three attacks: one with its bite, one with its claws, and one with its tail.', 'Bite': 'Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) piercing damage plus 10 (3d6) cold damage.', 'Claws': 'Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 10 (2d4 + 5) slashing damage plus 10 (3d6) cold damage.', 'Tail': 'Melee Weapon Attack:+10 to hit, reach 10 ft., one target. Hit: 12 (2d6 + 5) bludgeoning damage plus 10 (3d6) cold damage.', 'Wall of Ice': ""The devil magically forms an opaque wall of ice on a solid surface it can see within 60 feet of it. The wall is 1 foot thick and up to 30 feet long and 10 feet high, or it's a hemispherical dome up to 20 feet in diameter.\n\nWhen the wall appears, each creature in its space is pushed out of it by the shortest route. The creature chooses which side of the wall to end up on, unless the creature is incapacitated. The creature then makes a DC 17 Dexterity saving throw, taking 35 (10d6) cold damage on a failed save, or half as much damage on a successful one.\n\nThe wall lasts for 1 minute or until the devil is incapacitated or dies. The wall can be damaged and breached; each 10-foot section has AC 5, 30 hit points, vulnerability to fire damage, and immunity to acid, cold, necrotic, poison, and psychic damage. If a section is destroyed, it leaves behind a sheet of frigid air in the space the wall occupied. Whenever a creature finishes moving through the frigid air on a turn, willingly or otherwise, the creature must make a DC 17 Constitution saving throw, taking 17 (5d6) cold damage on a failed save, or half as much damage on a successful one. The frigid air dissipates when the rest of the wall vanishes.""}",19d10+76,natural armor
Ice Devil Spear,18,180,40 ft.,21,14,18,18,15,18,"Dex +7, Con +9, Wis +7, Cha +9",,"fire, poison","ludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered",None,poisoned,"lindsight 60 ft., darkvision 120 ft.","Infernal, telepathy 120 ft.","14 (11,500 XP)","{""Devil's Sight"": ""Magical darkness doesn't impede the devil's darkvision."", 'Magic Resistance': 'The devil has advantage on saving throws against spells and other magical effects.', 'Multiattack': 'The devil makes two attacks: one with its spear and one with its tail.', 'Ice Spear': ""Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 14 (2d8 + 5) piercing damage plus 10 (3d6) cold damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw, or for 1 minute, its speed is reduced by 10 feet; it can take either an action or a bonus action on each of its turns, not both; and it can't take reactions. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success."", 'Bite': 'Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) piercing damage plus 10 (3d6) cold damage.', 'Claws': 'Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 10 (2d4 + 5) slashing damage plus 10 (3d6) cold damage.', 'Tail': 'Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 12 (2d6 + 5) bludgeoning damage plus 10 (3d6) cold damage.', 'Wall of Ice': ""The devil magically forms an opaque wall of ice on a solid surface it can see within 60 feet of it. The wall is 1 foot thick and up to 30 feet long and 10 feet high, or it's a hemispherical dome up to 20 feet in diameter.\n\nWhen the wall appears, each creature in its space is pushed out of it by the shortest route. The creature chooses which side of the wall to end up on, unless the creature is incapacitated. The creature then makes a DC 17 Dexterity saving throw, taking 35 (10d6) cold damage on a failed save, or half as much damage on a successful one.\n\nThe wall lasts for 1 minute or until the devil is incapacitated or dies. The wall can be damaged and breached; each 10-foot section has AC 5, 30 hit points, vulnerability to fire damage, and immunity to acid, cold, necrotic, poison, and psychic damage. If a section is destroyed, it leaves behind a sheet of frigid air in the space the wall occupied. Whenever a creature finishes moving through the frigid air on a turn, willingly or otherwise, the creature must make a DC 17 Constitution saving throw, taking 17 (5d6) cold damage on a failed save, or half as much damage on a successful one. The frigid air dissipates when the rest of the wall vanishes.""}",19d10+76,natural armor
Ice Mephit,11,21,"30 ft., fly 30 ft.",7,13,10,9,11,12,,"Perception +2, Stealth +3","cold, poison",None,"ludgeoning, fire",poisoned,darkvision 60 ft.,"Aquan, Auran",1/2 (100 XP),"{'Death Burst': 'When the mephit dies, it explodes in a burst of jagged ice. Each creature within 5 ft. of it must make a DC 10 Dexterity saving throw, taking 4 (1d8) slashing damage on a failed save, or half as much damage on a successful one.', 'False Appearance': 'While the mephit remains motionless, it is indistinguishable from an ordinary shard of ice.', 'Innate Spellcasting (1/Day)': 'The mephit can innately cast fog cloud, requiring no material components. Its innate spellcasting ability is Charisma.', 'Claws': 'Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) cold damage.', 'Frost Breath (Recharge 6)': 'The mephit exhales a 15-foot cone of cold air. Each creature in that area must succeed on a DC 10 Dexterity saving throw, taking 5 (2d4) cold damage on a failed save, or half as much damage on a successful one.', 'Variant: Summon Mephits (1/Day)': ""The mephit has a 25 percent chance of summoning 1d4 mephits of its kind. A summoned mephit appears in an unoccupied space within 60 feet of its summoner, acts as an ally of its summoner, and can't summon other mephits. It remains for 1 minute, until it or its summoner dies, or until its summoner dismisses it as an action.""}",6d6,None
Ice Toad,12,32,"30 ft., swim 30 ft.",13,10,14,8,10,6,,Perception +2,cold,None,None,None,darkvision 60 ft.,Ice Toad,1 (200 XP),"{'Amphibious': 'The toad can breathe air or water.', 'Cold Aura': 'Any creature that starts its turn within 5 feet of the toad takes 3 (1d6) cold damage.', 'Standing Leap': ""The toad's long jump is up to 20 feet and its high jump is up to 10 feet, with or without a running start."", 'Bite': ""Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d8) cold damage. If the target is a Medium or smaller creature it is grappled (escape DC 11). Until this grapple ends, the toad can't bite another target.\n\nSource:Hoard of the Dragon Queen""}",5d8+10,natural armor
